clade_or_herv,elements_within_herv_or_clade
ERV_3823214,ERV_3823214_MER41C_PRIMA41_int
Clade_939,MER41C-4_PRIMA41-5_int-5
ERV_1736721,ERV_1736721_MER41C_PRIMA41_int
Clade_940,MER41C-3_PRIMA41-4_int-4
ERV_2673975,ERV_2673975_MER41C_PRIMA41_int
Clade_941,MER41C-2_PRIMA41-3_int-3
ERV_3044324,ERV_3044324_MER41C_PRIMA41_int
Clade_942,MER41C-1_PRIMA41-2_int-2
ERV_4345873,ERV_4345873_MER41C_PRIMA41_int
ERV_1994121,ERV_1994121_PRIMA41_int
Clade_943,MER41C-2_PRIMA41-2_int-2
ERV_1231886,ERV_1231886_MER41C_PRIMA41_int
ERV_2977287,ERV_2977287_MER41C_PRIMA41_int
Clade_944,MER41C-2_PRIMA41-2_int-2
ERV_3636536,ERV_3636536_MER41C_PRIMA41_int
ERV_1184395,ERV_1184395_MER41C_PRIMA41_int
Clade_945,MER66-5_int-10_PRIMA41-5_MER66C-1_MER41D-1
Clade_946,MER66-5_int-8_PRIMA41-3_MER66C-1
Clade_947,MER66-2_int-3_PRIMA41-1
ERV_2781396,ERV_2781396_PRIMA41_int
Clade_948,MER66-2_int-2
ERV_4124266,ERV_4124266_MER66_int
ERV_2816893,ERV_2816893_MER66_int
Clade_949,MER66-3_int-5_MER66C-1_PRIMA41-2
ERV_2363501,ERV_2363501_MER66_int
Clade_950,MER66-2_int-4_MER66C-1_PRIMA41-2
ERV_1183630,ERV_1183630_MER66_int
Clade_951,MER66-1_int-3_MER66C-1_PRIMA41-2
ERV_4304709,ERV_4304709_MER66_int_MER66C
Clade_952,PRIMA41-2_int-2
ERV_2444046,ERV_2444046_PRIMA41_int
ERV_1746280,ERV_1746280_PRIMA41_int
Clade_953,PRIMA41-2_int-2_MER41D-1
ERV_1751409,ERV_1751409_PRIMA41_int_MER41D
ERV_3052584,ERV_3052584_PRIMA41_int
Clade_954,PABL-1_B-1_int-31_PRIMA41-1_HERVS71-23_LTR6A-14_LTR6B-9_ERV24-1_Prim-1_HERVFH21-5_LTR21A-4
ERV_3917385,ERV_3917385_PABL_B_int
Clade_955,PRIMA41-1_int-30_HERVS71-23_LTR6A-14_LTR6B-9_ERV24-1_Prim-1_HERVFH21-5_LTR21A-4
Clade_956,PRIMA41-1_int-25_HERVS71-23_LTR6A-14_LTR6B-9_ERV24-1_Prim-1
ERV_2431783,ERV_2431783_PRIMA41_int
Clade_957,HERVS71-23_int-24_LTR6A-14_LTR6B-9_ERV24-1_Prim-1
Clade_958,HERVS71-6_int-6_LTR6A-5_LTR6B-1
ERV_1821314,ERV_1821314_HERVS71_int_LTR6A
Clade_959,HERVS71-5_int-5_LTR6A-4_LTR6B-1
ERV_4419722,ERV_4419722_HERVS71_int_LTR6A
Clade_960,HERVS71-4_int-4_LTR6A-3_LTR6B-1
Clade_961,HERVS71-2_int-2_LTR6A-2
ERV_4446826,ERV_4446826_HERVS71_int_LTR6A
ERV_4431369,ERV_4431369_HERVS71_int_LTR6A
Clade_962,HERVS71-2_int-2_LTR6B-1_LTR6A-1
ERV_1880598,ERV_1880598_HERVS71_int_LTR6B_LTR6A
ERV_3712791,ERV_3712791_HERVS71_int
Clade_963,ERV24-1_Prim-1_int-18_HERVS71-17_LTR6A-9_LTR6B-8
ERV_4440530,ERV_4440530_HERVS71_int_LTR6A
Clade_964,ERV24-1_Prim-1_int-17_HERVS71-16_LTR6A-8_LTR6B-8
ERV_3535241,ERV_3535241_ERV24_Prim_int
Clade_965,HERVS71-16_int-16_LTR6A-8_LTR6B-8
Clade_966,HERVS71-5_int-5_LTR6A-5
ERV_2578627,ERV_2578627_HERVS71_int_LTR6A
Clade_967,HERVS71-4_int-4_LTR6A-4
ERV_3673343,ERV_3673343_HERVS71_int_LTR6A
Clade_968,HERVS71-3_int-3_LTR6A-3
ERV_1510214,ERV_1510214_HERVS71_int_LTR6A
Clade_969,HERVS71-2_int-2_LTR6A-2
ERV_4426074,ERV_4426074_HERVS71_int_LTR6A
ERV_4442614,ERV_4442614_HERVS71_int_LTR6A
Clade_970,HERVS71-11_int-11_LTR6A-3_LTR6B-8
ERV_4418806,ERV_4418806_HERVS71_int_LTR6A
Clade_971,HERVS71-10_int-10_LTR6A-2_LTR6B-8
ERV_3330866,ERV_3330866_HERVS71_int_LTR6A
Clade_972,HERVS71-9_int-9_LTR6A-1_LTR6B-8
ERV_1262404,ERV_1262404_HERVS71_int_LTR6A
Clade_973,HERVS71-8_int-8_LTR6B-8
Clade_974,HERVS71-3_int-3_LTR6B-3
ERV_2764354,ERV_2764354_HERVS71_int_LTR6B
Clade_975,HERVS71-2_int-2_LTR6B-2
ERV_1326450,ERV_1326450_HERVS71_int_LTR6B
ERV_3486013,ERV_3486013_HERVS71_int_LTR6B
Clade_976,HERVS71-5_int-5_LTR6B-5
ERV_3256518,ERV_3256518_HERVS71_int_LTR6B
Clade_977,HERVS71-4_int-4_LTR6B-4
ERV_1889179,ERV_1889179_HERVS71_int_LTR6B
Clade_978,HERVS71-3_int-3_LTR6B-3
ERV_2015533,ERV_2015533_HERVS71_int_LTR6B
Clade_979,HERVS71-2_int-2_LTR6B-2
ERV_1881464,ERV_1881464_HERVS71_int_LTR6B
ERV_2753942,ERV_2753942_HERVS71_int_LTR6B
Clade_980,HERVFH21-5_int-5_LTR21A-4
ERV_4264899,ERV_4264899_HERVFH21_int_LTR21A
Clade_981,HERVFH21-4_int-4_LTR21A-3
Clade_982,HERVFH21-2_int-2_LTR21A-2
ERV_3702975,ERV_3702975_HERVFH21_int_LTR21A
ERV_3961285,ERV_3961285_HERVFH21_int_LTR21A
Clade_983,HERVFH21-2_int-2_LTR21A-1
ERV_1202171,ERV_1202171_HERVFH21_int_LTR21A
ERV_3947551,ERV_3947551_HERVFH21_int
Clade_984,HERV3-34_int-203_LTR4-11_LTR61-5_LTR76-9_HERV1-23_LTRe-5_LTR15-12_HERV15-14_LTRc-7_I-10_LTRa-2_ERVL-2_B4-1_PRIMA41-2_HERVL32-3_MER70-1_MER70B-1_HERVE-108_a-30_LTR2C-36_ERV24-2_Prim-2_LTR32-1_E-1_HERV4-1_MER51E-1_Harlequin-1_MER57C1-1_MER57A-1_PABL-31_B-31_LTR39-2_MER41C-1_HERVIP10F-1_LTR10A-1
Clade_985,HERV3-33_int-176_LTR4-11_LTR61-5_LTR76-9_HERV1-23_LTRe-5_LTR15-12_HERV15-14_LTRc-7_I-10_LTRa-2_ERVL-2_B4-1_PRIMA41-1_HERVL32-3_MER70-1_MER70B-1_HERVE-108_a-30_LTR2C-36_ERV24-2_Prim-2_LTR32-1_E-1_HERV4-1_MER51E-1_Harlequin-1_MER57C1-1_MER57A-1
Clade_986,HERV3-33_int-171_LTR4-11_LTR61-5_LTR76-9_HERV1-17_LTRe-5_LTR15-12_HERV15-14_LTRc-4_I-7_LTRa-2_ERVL-2_B4-1_PRIMA41-1_HERVL32-3_MER70-1_MER70B-1_HERVE-108_a-30_LTR2C-36_ERV24-1_Prim-1_LTR32-1_E-1_HERV4-1_MER51E-1_Harlequin-1
Clade_987,HERV3-15_int-28_LTR4-9_LTR61-2_LTR76-1_HERV1-14_LTRe-2_LTR15-5_HERV15-5_LTRc-4_I-6_LTRa-2_ERVL-1_B4-1_PRIMA41-1
Clade_988,HERV3-14_int-26_LTR4-9_LTR61-2_LTR76-1_HERV1-14_LTRe-2_LTR15-5_HERV15-5_LTRc-4_I-6_LTRa-2_ERVL-1_B4-1
Clade_989,HERV3-4_int-4_LTR4-2_LTR61-2
Clade_990,HERV3-2_int-2_LTR4-2
ERV_4443690,ERV_4443690_HERV3_int_LTR4
ERV_4428178,ERV_4428178_HERV3_int_LTR4
Clade_991,HERV3-2_int-2_LTR61-2
ERV_1880391,ERV_1880391_HERV3_int_LTR61
ERV_3679426,ERV_3679426_HERV3_int_LTR61
Clade_992,HERV3-10_int-22_LTR4-7_LTR76-1_HERV1-14_LTRe-2_LTR15-5_HERV15-5_LTRc-4_I-6_LTRa-2_ERVL-1_B4-1
Clade_993,HERV3-6_int-17_LTR4-3_LTR76-1_HERV1-14_LTRe-2_LTR15-5_HERV15-5_LTRc-4_I-6_LTRa-2
Clade_994,HERV3-3_int-3_LTR4-3
ERV_3731545,ERV_3731545_HERV3_int_LTR4
Clade_995,HERV3-2_int-2_LTR4-2
ERV_3780106,ERV_3780106_HERV3_int_LTR4
ERV_3768671,ERV_3768671_HERV3_int_LTR4
Clade_996,HERV3-3_int-14_LTR76-1_HERV1-14_LTRe-2_LTR15-5_HERV15-5_LTRc-4_I-6_LTRa-2
ERV_1262697,ERV_1262697_HERV3_int_LTR76
Clade_997,HERV3-2_int-13_HERV1-14_LTRe-2_LTR15-5_HERV15-5_LTRc-4_I-6_LTRa-2
Clade_998,HERV3-2_int-2_HERV1-2_LTRe-2
ERV_4444616,ERV_4444616_HERV3_int_HERV1_LTRe
ERV_1758435,ERV_1758435_HERV3_int_HERV1_LTRe
Clade_999,LTR15-5_HERV15-5_int-11_HERV1-12_LTRc-4_I-6_LTRa-2
Clade_1000,LTR15-5_HERV15-5_int-5
Clade_1001,LTR15-2_HERV15-2_int-2
ERV_4423522,ERV_4423522_LTR15_HERV15_int
ERV_4422944,ERV_4422944_LTR15_HERV15_int
Clade_1002,LTR15-3_HERV15-3_int-3
ERV_1880248,ERV_1880248_LTR15_HERV15_int
Clade_1003,LTR15-2_HERV15-2_int-2
ERV_4391873,ERV_4391873_LTR15_HERV15_int
ERV_4291938,ERV_4291938_LTR15_HERV15_int
Clade_1004,HERV1-12_LTRc-4_I-6_int-6_LTRa-2
Clade_1005,HERV1-8_LTRc-4_I-4_int-4
ERV_4423698,ERV_4423698_HERV1_LTRc_HERV1_I_int
Clade_1006,HERV1-6_LTRc-3_I-3_int-3
ERV_3468883,ERV_3468883_HERV1_LTRc_HERV1_I_int
Clade_1007,HERV1-4_LTRc-2_I-2_int-2
ERV_3528477,ERV_3528477_HERV1_LTRc_HERV1_I_int
ERV_1091404,ERV_1091404_HERV1_LTRc_HERV1_I_int
Clade_1008,HERV1-4_LTRa-2_I-2_int-2
ERV_2394906,ERV_2394906_HERV1_LTRa_HERV1_I_int
ERV_3942659,ERV_3942659_HERV1_I_int_HERV1_LTRa
Clade_1009,ERVL-1_B4-1_int-5_HERV3-4_LTR4-4
ERV_1354523,ERV_1354523_ERVL_B4_int
Clade_1010,HERV3-4_int-4_LTR4-4
ERV_4446917,ERV_4446917_HERV3_int_LTR4
Clade_1011,HERV3-3_int-3_LTR4-3
ERV_4445149,ERV_4445149_HERV3_int_LTR4
Clade_1012,HERV3-2_int-2_LTR4-2
ERV_4431218,ERV_4431218_HERV3_int_LTR4
ERV_4430124,ERV_4430124_HERV3_int_LTR4
Clade_1013,HERV3-1_int-2_PRIMA41-1
ERV_1711985,ERV_1711985_HERV3_int
ERV_3130307,ERV_3130307_PRIMA41_int
Clade_1014,HERV3-18_int-143_LTR61-3_LTR76-8_LTR4-2_HERVL32-3_MER70-1_MER70B-1_HERV1-3_LTRe-3_HERV15-9_HERVE-108_a-30_LTR2C-36_ERV24-1_Prim-1_LTR32-1_ERVL-1_E-1_HERV4-1_I-1_MER51E-1_Harlequin-1_LTR15-7
Clade_1015,HERV3-9_int-18_LTR61-3_LTR76-2_LTR4-1_HERVL32-1_MER70-1_MER70B-1_HERV1-2_LTRe-2_HERV15-2_HERVE-5_a-1_LTR2C-3
Clade_1016,HERV3-9_int-13_LTR61-3_LTR76-2_LTR4-1_HERVL32-1_MER70-1_MER70B-1_HERV1-2_LTRe-2_HERV15-2
Clade_1017,HERV3-6_int-8_LTR61-3_LTR76-2_LTR4-1_HERVL32-1_MER70-1_MER70B-1
Clade_1018,HERV3-6_int-6_LTR61-3_LTR76-2_LTR4-1
Clade_1019,HERV3-2_int-2_LTR61-2
ERV_1904146,ERV_1904146_HERV3_int_LTR61
ERV_1904120,ERV_1904120_HERV3_int_LTR61
Clade_1020,HERV3-4_int-4_LTR61-1_LTR76-2_LTR4-1
ERV_2822756,ERV_2822756_HERV3_int_LTR61
Clade_1021,HERV3-3_int-3_LTR76-2_LTR4-1
ERV_1881848,ERV_1881848_HERV3_int_LTR4
Clade_1022,HERV3-2_int-2_LTR76-2
ERV_2386004,ERV_2386004_HERV3_int_LTR76
ERV_2884967,ERV_2884967_HERV3_int_LTR76
Clade_1023,HERVL32-1_int-2_MER70-1_MER70B-1
ERV_3016410,ERV_3016410_HERVL32_int
ERV_3436857,ERV_3436857_MER70_int_MER70B
Clade_1024,HERV3-3_int-5_HERV1-2_LTRe-2_HERV15-2
Clade_1025,HERV3-2_int-2_HERV1-1_LTRe-1
ERV_3673832,ERV_3673832_HERV3_int
ERV_3339077,ERV_3339077_HERV3_int_HERV1_LTRe
Clade_1026,HERV3-1_int-3_HERV1-1_LTRe-1_HERV15-2
ERV_1881024,ERV_1881024_HERV3_int_HERV1_LTRe
Clade_1027,HERV15-2_int-2
ERV_4242484,ERV_4242484_HERV15_int
ERV_1932031,ERV_1932031_HERV15_int
Clade_1028,HERVE-5_a-1_int-5_LTR2C-3
ERV_3837326,ERV_3837326_HERVE_a_int
Clade_1029,HERVE-4_int-4_LTR2C-3
ERV_1853527,ERV_1853527_HERVE_int_LTR2C
Clade_1030,HERVE-3_int-3_LTR2C-2
ERV_1087255,ERV_1087255_HERVE_int
Clade_1031,HERVE-2_int-2_LTR2C-2
ERV_2157600,ERV_2157600_HERVE_int_LTR2C
ERV_4420477,ERV_4420477_HERVE_int_LTR2C
Clade_1032,ERV24-1_Prim-1_int-125_HERVL32-2_LTR32-1_ERVL-1_E-1_HERV4-1_I-1_MER51E-1_HERVE-103_a-29_LTR2C-33_Harlequin-1_HERV3-9_HERV1-1_LTRe-1_LTR4-1_LTR76-6_LTR15-7_HERV15-7
ERV_1926452,ERV_1926452_ERV24_Prim_int
Clade_1033,HERVL32-2_int-124_LTR32-1_ERVL-1_E-1_HERV4-1_I-1_MER51E-1_HERVE-103_a-29_LTR2C-33_Harlequin-1_HERV3-9_HERV1-1_LTRe-1_LTR4-1_LTR76-6_LTR15-7_HERV15-7
Clade_1034,HERVL32-2_int-109_LTR32-1_ERVL-1_E-1_HERV4-1_I-1_MER51E-1_HERVE-103_a-29_LTR2C-33_Harlequin-1_HERV3-1_HERV1-1_LTRe-1
Clade_1035,HERVL32-2_int-105_LTR32-1_ERVL-1_E-1_HERV4-1_I-1_MER51E-1_HERVE-100_a-27_LTR2C-33_Harlequin-1
Clade_1036,HERVL32-2_int-3_LTR32-1_ERVL-1_E-1
ERV_3878353,ERV_3878353_ERVL_E_int
Clade_1037,HERVL32-2_int-2_LTR32-1
ERV_3326179,ERV_3326179_HERVL32_int
ERV_3764785,ERV_3764785_HERVL32_int_LTR32
Clade_1038,HERV4-1_I-1_int-102_MER51E-1_HERVE-100_a-27_LTR2C-33_Harlequin-1
ERV_3132597,ERV_3132597_HERV4_I_int_MER51E
Clade_1039,HERVE-100_a-27_int-101_LTR2C-33_Harlequin-1
Clade_1040,HERVE-25_a-25_int-25
ERV_4260130,ERV_4260130_HERVE_a_int
Clade_1041,HERVE-24_a-24_int-24
Clade_1042,HERVE-18_a-18_int-18
ERV_2677626,ERV_2677626_HERVE_a_int
Clade_1043,HERVE-17_a-17_int-17
Clade_1044,HERVE-3_a-3_int-3
ERV_4356739,ERV_4356739_HERVE_a_int
Clade_1045,HERVE-2_a-2_int-2
ERV_1731490,ERV_1731490_HERVE_a_int
ERV_2564296,ERV_2564296_HERVE_a_int
Clade_1046,HERVE-14_a-14_int-14
Clade_1047,HERVE-3_a-3_int-3
ERV_1869045,ERV_1869045_HERVE_a_int
Clade_1048,HERVE-2_a-2_int-2
ERV_4425326,ERV_4425326_HERVE_a_int
ERV_1034415,ERV_1034415_HERVE_a_int
Clade_1049,HERVE-11_a-11_int-11
Clade_1050,HERVE-7_a-7_int-7
Clade_1051,HERVE-3_a-3_int-3
ERV_4200560,ERV_4200560_HERVE_a_int
Clade_1052,HERVE-2_a-2_int-2
ERV_4447486,ERV_4447486_HERVE_a_int
ERV_4412834,ERV_4412834_HERVE_a_int
Clade_1053,HERVE-4_a-4_int-4
Clade_1054,HERVE-2_a-2_int-2
ERV_3384041,ERV_3384041_HERVE_a_int
ERV_2901821,ERV_2901821_HERVE_a_int
Clade_1055,HERVE-2_a-2_int-2
ERV_2760522,ERV_2760522_HERVE_a_int
ERV_4420537,ERV_4420537_HERVE_a_int
Clade_1056,HERVE-4_a-4_int-4
Clade_1057,HERVE-2_a-2_int-2
ERV_3141425,ERV_3141425_HERVE_a_int
ERV_1879798,ERV_1879798_HERVE_a_int
Clade_1058,HERVE-2_a-2_int-2
ERV_2410896,ERV_2410896_HERVE_a_int
ERV_1360975,ERV_1360975_HERVE_a_int
Clade_1059,HERVE-6_a-6_int-6
Clade_1060,HERVE-3_a-3_int-3
ERV_3310634,ERV_3310634_HERVE_a_int
Clade_1061,HERVE-2_a-2_int-2
ERV_2999352,ERV_2999352_HERVE_a_int
ERV_4311227,ERV_4311227_HERVE_a_int
Clade_1062,HERVE-3_a-3_int-3
ERV_4426693,ERV_4426693_HERVE_a_int
Clade_1063,HERVE-2_a-2_int-2
ERV_2818823,ERV_2818823_HERVE_a_int
ERV_4360453,ERV_4360453_HERVE_a_int
Clade_1064,HERVE-75_int-76_LTR2C-33_Harlequin-1_a-2
ERV_3487792,ERV_3487792_HERVE_int_LTR2C
Clade_1065,HERVE-74_int-75_LTR2C-32_Harlequin-1_a-2
Clade_1066,HERVE-70_int-71_LTR2C-32_Harlequin-1
Clade_1067,HERVE-57_int-57_LTR2C-22
Clade_1068,HERVE-46_int-46_LTR2C-12
Clade_1069,HERVE-43_int-43_LTR2C-9
ERV_4194209,ERV_4194209_HERVE_int_LTR2C
Clade_1070,HERVE-42_int-42_LTR2C-8
ERV_1973192,ERV_1973192_HERVE_int_LTR2C
Clade_1071,HERVE-41_int-41_LTR2C-7
Clade_1072,HERVE-2_int-2_LTR2C-2
ERV_3925736,ERV_3925736_HERVE_int_LTR2C
ERV_3798052,ERV_3798052_HERVE_int_LTR2C
Clade_1073,HERVE-39_int-39_LTR2C-5
ERV_3926219,ERV_3926219_HERVE_int_LTR2C
Clade_1074,HERVE-38_int-38_LTR2C-4
ERV_2044837,ERV_2044837_HERVE_int_LTR2C
Clade_1075,HERVE-37_int-37_LTR2C-3
Clade_1076,HERVE-8_int-8
ERV_2715487,ERV_2715487_HERVE_int
Clade_1077,HERVE-7_int-7
ERV_2498044,ERV_2498044_HERVE_int
Clade_1078,HERVE-6_int-6
Clade_1079,HERVE-2_int-2
ERV_2794712,ERV_2794712_HERVE_int
ERV_2948114,ERV_2948114_HERVE_int
Clade_1080,HERVE-4_int-4
ERV_1154628,ERV_1154628_HERVE_int
Clade_1081,HERVE-3_int-3
ERV_2794350,ERV_2794350_HERVE_int
Clade_1082,HERVE-2_int-2
ERV_3754284,ERV_3754284_HERVE_int
ERV_3700081,ERV_3700081_HERVE_int
Clade_1083,HERVE-29_int-29_LTR2C-3
Clade_1084,HERVE-10_int-10_LTR2C-2
ERV_1087706,ERV_1087706_HERVE_int
Clade_1085,HERVE-9_int-9_LTR2C-2
Clade_1086,HERVE-2_int-2
ERV_2044817,ERV_2044817_HERVE_int
ERV_2044830,ERV_2044830_HERVE_int
Clade_1087,HERVE-7_int-7_LTR2C-2
Clade_1088,HERVE-5_int-5
ERV_2498048,ERV_2498048_HERVE_int
Clade_1089,HERVE-4_int-4
ERV_2794981,ERV_2794981_HERVE_int
Clade_1090,HERVE-3_int-3
ERV_1973173,ERV_1973173_HERVE_int
Clade_1091,HERVE-2_int-2
ERV_4160422,ERV_4160422_HERVE_int
ERV_4069335,ERV_4069335_HERVE_int
Clade_1092,HERVE-2_int-2_LTR2C-2
ERV_3798867,ERV_3798867_HERVE_int_LTR2C
ERV_3926071,ERV_3926071_HERVE_int_LTR2C
Clade_1093,HERVE-19_int-19_LTR2C-1
ERV_2599093,ERV_2599093_HERVE_int_LTR2C
Clade_1094,HERVE-18_int-18
Clade_1095,HERVE-12_int-12
Clade_1096,HERVE-3_int-3
ERV_2743603,ERV_2743603_HERVE_int
Clade_1097,HERVE-2_int-2
ERV_2599108,ERV_2599108_HERVE_int
ERV_2599122,ERV_2599122_HERVE_int
Clade_1098,HERVE-9_int-9
ERV_2715311,ERV_2715311_HERVE_int
Clade_1099,HERVE-8_int-8
Clade_1100,HERVE-3_int-3
ERV_2794670,ERV_2794670_HERVE_int
Clade_1101,HERVE-2_int-2
ERV_3925819,ERV_3925819_HERVE_int
ERV_3925942,ERV_3925942_HERVE_int
Clade_1102,HERVE-5_int-5
ERV_3926209,ERV_3926209_HERVE_int
Clade_1103,HERVE-4_int-4
Clade_1104,HERVE-2_int-2
ERV_3922996,ERV_3922996_HERVE_int
ERV_3922832,ERV_3922832_HERVE_int
Clade_1105,HERVE-2_int-2
ERV_3798747,ERV_3798747_HERVE_int
ERV_3798459,ERV_3798459_HERVE_int
Clade_1106,HERVE-6_int-6
Clade_1107,HERVE-2_int-2
ERV_2794324,ERV_2794324_HERVE_int
ERV_2947945,ERV_2947945_HERVE_int
Clade_1108,HERVE-4_int-4
ERV_2794685,ERV_2794685_HERVE_int
Clade_1109,HERVE-3_int-3
ERV_3700100,ERV_3700100_HERVE_int
Clade_1110,HERVE-2_int-2
ERV_2948132,ERV_2948132_HERVE_int
ERV_2948131,ERV_2948131_HERVE_int
Clade_1111,HERVE-3_int-3_LTR2C-3
ERV_3252809,ERV_3252809_HERVE_int_LTR2C
Clade_1112,HERVE-2_int-2_LTR2C-2
ERV_4004034,ERV_4004034_HERVE_int_LTR2C
ERV_2909432,ERV_2909432_HERVE_int_LTR2C
Clade_1113,HERVE-11_int-11_LTR2C-10
Clade_1114,HERVE-9_int-9_LTR2C-9
ERV_3925726,ERV_3925726_HERVE_int_LTR2C
Clade_1115,HERVE-8_int-8_LTR2C-8
ERV_2107704,ERV_2107704_HERVE_int_LTR2C
Clade_1116,HERVE-7_int-7_LTR2C-7
ERV_1645327,ERV_1645327_HERVE_int_LTR2C
Clade_1117,HERVE-6_int-6_LTR2C-6
ERV_4270438,ERV_4270438_HERVE_int_LTR2C
Clade_1118,HERVE-5_int-5_LTR2C-5
Clade_1119,HERVE-3_int-3_LTR2C-3
ERV_2743682,ERV_2743682_HERVE_int_LTR2C
Clade_1120,HERVE-2_int-2_LTR2C-2
ERV_3700154,ERV_3700154_HERVE_int_LTR2C
ERV_2794452,ERV_2794452_HERVE_int_LTR2C
Clade_1121,HERVE-2_int-2_LTR2C-2
ERV_3820182,ERV_3820182_HERVE_int_LTR2C
ERV_1879967,ERV_1879967_HERVE_int_LTR2C
Clade_1122,HERVE-2_int-2_LTR2C-1
ERV_4420590,ERV_4420590_HERVE_int
ERV_2283328,ERV_2283328_HERVE_int_LTR2C
Clade_1123,HERVE-13_int-14_LTR2C-10_Harlequin-1
Clade_1124,HERVE-6_int-6_LTR2C-6
Clade_1125,HERVE-2_int-2_LTR2C-2
ERV_1956209,ERV_1956209_HERVE_int_LTR2C
ERV_3371735,ERV_3371735_HERVE_int_LTR2C
Clade_1126,HERVE-4_int-4_LTR2C-4
ERV_3251956,ERV_3251956_HERVE_int_LTR2C
Clade_1127,HERVE-3_int-3_LTR2C-3
ERV_2490959,ERV_2490959_HERVE_int_LTR2C
Clade_1128,HERVE-2_int-2_LTR2C-2
ERV_4439314,ERV_4439314_HERVE_int_LTR2C
ERV_4418506,ERV_4418506_HERVE_int_LTR2C
Clade_1129,HERVE-7_int-8_LTR2C-4_Harlequin-1
ERV_3824750,ERV_3824750_HERVE_int
Clade_1130,HERVE-6_int-7_LTR2C-4_Harlequin-1
Clade_1131,HERVE-2_int-2_LTR2C-1
ERV_1595253,ERV_1595253_HERVE_int
ERV_4429302,ERV_4429302_HERVE_int_LTR2C
Clade_1132,Harlequin-1_int-5_HERVE-4_LTR2C-3
Clade_1133,Harlequin-1_int-2_HERVE-1_LTR2C-1
ERV_3668600,ERV_3668600_Harlequin_int
ERV_2929711,ERV_2929711_HERVE_int_LTR2C
Clade_1134,HERVE-3_int-3_LTR2C-2
ERV_2560454,ERV_2560454_HERVE_int_LTR2C
Clade_1135,HERVE-2_int-2_LTR2C-1
ERV_4355974,ERV_4355974_HERVE_int_LTR2C
ERV_1825078,ERV_1825078_HERVE_int
Clade_1136,HERVE-4_a-2_int-4
Clade_1137,HERVE-2_a-1_int-2
ERV_1821192,ERV_1821192_HERVE_a_int
ERV_3121309,ERV_3121309_HERVE_int
Clade_1138,HERVE-2_a-1_int-2
ERV_4420324,ERV_4420324_HERVE_a_int
ERV_1871574,ERV_1871574_HERVE_int
Clade_1139,HERVE-3_a-2_int-4_HERV3-1_HERV1-1_LTRe-1
ERV_4419043,ERV_4419043_HERV3_int_HERV1_LTRe
Clade_1140,HERVE-3_a-2_int-3
ERV_4442765,ERV_4442765_HERVE_a_int
Clade_1141,HERVE-2_int-2_a-1
ERV_4439197,ERV_4439197_HERVE_int
ERV_4429827,ERV_4429827_HERVE_a_int
Clade_1142,HERV3-8_int-15_LTR4-1_LTR76-6_LTR15-7_HERV15-7
Clade_1143,HERV3-3_int-3_LTR4-1_LTR76-2
ERV_3376915,ERV_3376915_HERV3_int_LTR4
Clade_1144,HERV3-2_int-2_LTR76-2
ERV_4374731,ERV_4374731_HERV3_int_LTR76
ERV_4436460,ERV_4436460_HERV3_int_LTR76
Clade_1145,HERV3-5_int-12_LTR15-7_HERV15-7_LTR76-4
Clade_1146,HERV3-1_int-8_LTR15-7_HERV15-7
ERV_1394021,ERV_1394021_HERV3_int
Clade_1147,LTR15-7_HERV15-7_int-7
ERV_2520689,ERV_2520689_LTR15_HERV15_int
Clade_1148,LTR15-6_HERV15-6_int-6
Clade_1149,LTR15-4_HERV15-4_int-4
ERV_1394020,ERV_1394020_LTR15_HERV15_int
Clade_1150,LTR15-3_HERV15-3_int-3
ERV_1821956,ERV_1821956_LTR15_HERV15_int
Clade_1151,LTR15-2_HERV15-2_int-2
ERV_4443225,ERV_4443225_LTR15_HERV15_int
ERV_4427936,ERV_4427936_LTR15_HERV15_int
Clade_1152,LTR15-2_HERV15-2_int-2
ERV_2526088,ERV_2526088_LTR15_HERV15_int
ERV_1418097,ERV_1418097_LTR15_HERV15_int
Clade_1153,HERV3-4_int-4_LTR76-4
ERV_2587108,ERV_2587108_HERV3_int_LTR76
Clade_1154,HERV3-3_int-3_LTR76-3
ERV_1371114,ERV_1371114_HERV3_int_LTR76
Clade_1155,HERV3-2_int-2_LTR76-2
ERV_2846319,ERV_2846319_HERV3_int_LTR76
ERV_2986275,ERV_2986275_HERV3_int_LTR76
Clade_1156,HERV1-6_LTRc-3_I-3_int-5_MER57C1-1_MER57A-1_ERV24-1_Prim-1
Clade_1157,HERV1-6_LTRc-3_I-3_int-3
ERV_4428446,ERV_4428446_HERV1_LTRc_HERV1_I_int
Clade_1158,HERV1-4_LTRc-2_I-2_int-2
ERV_2522216,ERV_2522216_HERV1_LTRc_HERV1_I_int
ERV_2737343,ERV_2737343_HERV1_LTRc_HERV1_I_int
Clade_1159,MER57C1-1_MER57A-1_int-2_ERV24-1_Prim-1
ERV_3308362,ERV_3308362_MER57C1_MER57A_int
ERV_1071877,ERV_1071877_ERV24_Prim_int
Clade_1160,PABL-31_B-31_int-27_LTR39-2_HERV3-1_MER41C-1_PRIMA41-1_HERVIP10F-1_LTR10A-1
Clade_1161,PABL-15_B-15_int-14_LTR39-2_HERV3-1_MER41C-1_PRIMA41-1
Clade_1162,PABL-2_B-2_int-4_LTR39-2_HERV3-1
ERV_4230961,ERV_4230961_PABL_B_int
Clade_1163,PABL-1_B-1_int-3_LTR39-2_HERV3-1
